event_id,season,season_id,week,contestant_key,celeb_id,pro_id,industry_id,age_z,week_z,eliminated_flag,L_logit,U_logit,mu_mean,mu_sd,y_latent_mean,y_latent_sd,share_latent_mean
22-9,22,21,9,S22:Paige VanZant,160,45,1,-1.1081933022845607,1.6216608747570571,0,-1.9376179786364132,-0.19272702571791356,-1.3890549515871373,0.27776102360548094,-1.1844488491659209,0.10060988350983084,0.23425322439270516
22-9,22,21,9,S22:Wanya Morris,162,42,5,0.4431314986259584,1.6216608747570571,1,-1.978436370347418,-0.27331178747303203,-1.7644918748206082,0.2626439373842107,-1.3466917405687835,0.0851225699206416,0.20641175803682116
22-10,22,21,10,S22:Ginger Zee,154,57,4,-0.0998321816927232,1.985626630970788,0,-1.9894250179848687,-0.11660643068398133,-1.4935792316188712,0.259387234314561,-1.2328667183538096,0.10104559742753319,0.2256800768532423
22-10,22,21,10,S22:Nyle DiMarco,159,48,3,-0.797928342102457,1.985626630970788,0,-1.705029269174587,0.1570173330836007,-1.2785193458960118,0.27710278648733244,-0.9766254238588689,0.1059324380838081,0.27356188625366634
22-10,22,21,10,S22:Paige VanZant,160,45,1,-1.1081933022845607,1.985626630970788,0,-1.3924743459010411,0.4841493959789321,-1.3163261350912459,0.27840095639298096,-0.7866300305227154,0.09289981445412716,0.3128927248434588
23-1,23,22,1,S23:Amber Rose,163,44,3,-0.3325309018293012,-1.2900651749527905,0,-4.993906674184813,-3.0969255355673497,-4.1704612657063285,0.35261274164566775,-4.09758580242093,0.1467449825728058,0.016341260445160644
23-1,23,22,1,S23:Babyface,164,3,5,1.6066250993088478,-1.2900651749527905,0,-4.252606835256844,-2.3722725077069544,-3.90028331951052,0.39671741536210675,-3.544280516390029,0.14665419849903003,0.02807823704922665
23-1,23,22,1,S23:Calvin Johnson Jr.,165,42,1,-0.4876633819203531,-1.2900651749527905,0,-3.8280296032850973,-2.1258342555834107,-2.4967109192219907,0.26796400910599993,-2.808467514644829,0.0903173499767158,0.056868318812788844
23-1,23,22,1,S23:Jake T. Austin,166,32,0,-1.1857595423300868,-1.2900651749527905,0,-6.06924645796822,-3.852637353731259,-3.8696165510431966,0.5731557719875638,-4.481880193918251,0.2084621033211683,0.011185591361881023
23-1,23,22,1,S23:James Hinchcliffe,167,51,4,-0.565229621965879,-1.2900651749527905,0,-1.6104411559760223,0.08752767347372456,-1.7908124982376157,0.24998761031269942,-1.0949925739788118,0.06797238512799542,0.25067931049007064
23-1,23,22,1,S23:Jana Kramer,168,28,5,-0.3325309018293012,-1.2900651749527905,0,-3.4285734828764385,-1.75815612213793,-2.5293747735386853,0.2639574412096711,-2.570860229038534,0.09200311085093245,0.07103751559717425
23-1,23,22,1,S23:Laurie Hernandez,169,57,1,-1.5735907425577165,-1.2900651749527905,0,-1.7216049936280953,-0.026265631257364835,-1.6991444831835032,0.25918114349485205,-1.1495900466711841,0.0778191074485308,0.24056397066668733
23-1,23,22,1,S23:Marilu Henner,170,19,0,2.1495887796275297,-1.2900651749527905,0,-3.503185684539266,-1.8418195981088765,-3.485291281514692,0.2854980367060424,-2.935230663021486,0.08272953254841171,0.05043921189426839
23-1,23,22,1,S23:Maureen McCormick,171,7,0,1.8393238194454256,-1.2900651749527905,0,-5.8764828521716215,-3.809558934927754,-3.9333775354693907,0.34920764254897996,-4.448548398732027,0.12882967057720962,0.01156032772151935
23-1,23,22,1,S23:Rick Perry,172,23,4,2.3047212597185815,-1.2900651749527905,0,-6.687262346211301,-4.510210554190895,-5.22574958786962,0.5173591182400247,-5.419322805033614,0.24252619361046138,0.004410606077048356
23-1,23,22,1,S23:Ryan Lochte,173,14,1,-0.3325309018293012,-1.2900651749527905,0,-4.919010928949533,-3.071116905822675,-4.058717933023199,0.3132485675565206,-4.021135980762361,0.1267636185196631,0.01761666991304371
23-1,23,22,1,S23:Terra Jole,174,50,7,-0.0222659416471973,-1.2900651749527905,0,-4.413535225150903,-2.702077588037247,-3.053639777493577,0.24715605294283255,-3.379213527009998,0.08371891190862606,0.03295144706702588
23-1,23,22,1,S23:Vanilla Ice,175,58,5,0.9085289388991142,-1.2900651749527905,0,-4.7199472448343185,-2.7645689582862585,-4.020092773802133,0.4110291452545275,-3.860913049691564,0.17255046508293176,0.020614854789850704
23-2,23,22,2,S23:Amber Rose,163,44,3,-0.3325309018293012,-0.9260994187390597,0,-5.429078827795856,-3.5714820183032523,-4.09773244921043,0.35222559053036334,-4.340257101451937,0.13595590623957887,0.012865498604410351
23-2,23,22,2,S23:Babyface,164,3,5,1.6066250993088478,-0.9260994187390597,0,-3.065934336921784,-1.3135727223161602,-3.827554503014625,0.39642350237459023,-2.6738286640799256,0.07879553244512058,0.0645354440546243
23-2,23,22,2,S23:Calvin Johnson Jr.,165,42,1,-0.4876633819203531,-0.9260994187390597,0,-3.4555394597207254,-1.8433322420320895,-2.4239821027261015,0.26765645961489976,-2.575551516815368,0.08684024267243938,0.07072855426458172
23-2,23,22,2,S23:Jake T. Austin,166,32,0,-1.1857595423300868,-0.9260994187390597,1,-5.729925666465501,-3.6220664830548155,-3.796887734547304,0.5728186124258756,-4.301955818224312,0.21688818691937803,0.013361110520881308
23-2,23,22,2,S23:James Hinchcliffe,167,51,4,-0.565229621965879,-0.9260994187390597,0,-3.081469599719616,-1.4486516233355147,-1.7180836817417238,0.24931128908338454,-2.08657302401731,0.07658968553901577,0.11040871813793605
23-2,23,22,2,S23:Jana Kramer,168,28,5,-0.3325309018293012,-0.9260994187390597,0,-3.0415077889563853,-1.4360285567229678,-2.4566459570427948,0.2632123646052508,-2.309321163396303,0.08453313579542537,0.09035392283238722
23-2,23,22,2,S23:Laurie Hernandez,169,57,1,-1.5735907425577165,-0.9260994187390597,0,-1.806774905225718,-0.15797736799477785,-1.6264156666876115,0.258650412207769,-1.1935511252416477,0.07976677841726842,0.23262442154465418
23-2,23,22,2,S23:Marilu Henner,170,19,0,2.1495887796275297,-0.9260994187390597,0,-3.963372998526397,-2.342182287216812,-3.4125624650187976,0.28511671415461354,-3.2382300143763714,0.09273428955494392,0.0377521360403928
23-2,23,22,2,S23:Maureen McCormick,171,7,0,1.8393238194454256,-0.9260994187390597,0,-4.684990713207859,-2.866944227708249,-3.860648718973501,0.3487434154243416,-3.8089322942166137,0.13650918665539252,0.02169091191101182
23-2,23,22,2,S23:Rick Perry,172,23,4,2.3047212597185815,-0.9260994187390597,0,-6.316073517789575,-4.294010929753213,-5.153020771373725,0.5174887546167855,-5.237900991885121,0.2252442804752708,0.005283331945631301
23-2,23,22,2,S23:Ryan Lochte,173,14,1,-0.3325309018293012,-0.9260994187390597,0,-5.360244203701919,-3.5246944226169603,-3.9859891165273065,0.31322756757800635,-4.2638856177488496,0.11664431908258742,0.013872384754512194
23-2,23,22,2,S23:Terra Jole,174,50,7,-0.0222659416471973,-0.9260994187390597,0,-2.3566487615931124,-0.8009405252796785,-2.9809109609976856,0.24630067639241973,-1.9503045900619354,0.047502981734426276,0.12452014954005612
23-2,23,22,2,S23:Vanilla Ice,175,58,5,0.9085289388991142,-0.9260994187390597,0,-4.767744040482849,-2.8736999874451032,-3.9473639573062402,0.41085215634164396,-3.8726449755422836,0.16768725959591846,0.020379315982794445
23-3,23,22,3,S23:Amber Rose,163,44,3,-0.3325309018293012,-0.5621336625253286,0,-5.000993977336205,-3.1436657770238656,-4.0250036327145375,0.3519785461121748,-4.053275848286966,0.1425280712956761,0.01706898529151898
23-3,23,22,3,S23:Babyface,164,3,5,1.6066250993088478,-0.5621336625253286,0,-5.134376217392626,-3.1582419899779444,-3.7548256865187346,0.3962541962723826,-3.9774108524163077,0.16486348003676768,0.018389570187074364
23-3,23,22,3,S23:Calvin Johnson Jr.,165,42,1,-0.4876633819203531,-0.5621336625253286,0,-1.6289906759725554,0.05157094996708899,-2.351253286230204,0.2675334741975165,-1.2364219008614508,0.05131988999405195,0.2250594197134148
23-3,23,22,3,S23:James Hinchcliffe,167,51,4,-0.565229621965879,-0.5621336625253286,0,-3.0653190137885202,-1.3908011239803264,-1.6453548652458316,0.24883195466855207,-2.0308446815971894,0.07847560890669227,0.11600227546399025
23-3,23,22,3,S23:Jana Kramer,168,28,5,-0.3325309018293012,-0.5621336625253286,0,-4.28425359000935,-2.612885220054547,-2.3839171405469,0.26265352888816584,-3.114285180699986,0.06885471227956776,0.042521836107938527
23-3,23,22,3,S23:Laurie Hernandez,169,57,1,-1.5735907425577165,-0.5621336625253286,0,-2.2800061478159095,-0.5861347135468362,-1.5536868501917191,0.2583101151182177,-1.4762572923303072,0.09186921416081646,0.1859933988697705
23-3,23,22,3,S23:Marilu Henner,170,19,0,2.1495887796275297,-0.5621336625253286,0,-3.548489358171293,-1.9295556386552133,-3.3398336485229057,0.28490851454954974,-2.9306325714812584,0.08576528130341102,0.050659893725650815
23-3,23,22,3,S23:Maureen McCormick,171,7,0,1.8393238194454256,-0.5621336625253286,0,-3.9119419885851503,-2.06991946300897,-3.78791990247761,0.348420537905334,-3.289758551784675,0.11549637491823986,0.03592420718087502
23-3,23,22,3,S23:Rick Perry,172,23,4,2.3047212597185815,-0.5621336625253286,1,-5.908794300442018,-3.8866489228492314,-5.080291954877845,0.5177138923466862,-4.977173251217717,0.22347772215037176,0.006846326000904499
23-3,23,22,3,S23:Ryan Lochte,173,14,1,-0.3325309018293012,-0.5621336625253286,0,-4.935225875093396,-3.1093414423401446,-3.9132603000314137,0.31336442419433225,-3.9793580257238585,0.12377142573671855,0.018354453937093226
23-3,23,22,3,S23:Terra Jole,174,50,7,-0.0222659416471973,-0.5621336625253286,0,-2.8109663588007114,-1.1876755035470983,-2.9081821445017946,0.24564372803235848,-2.2797721105397906,0.06469469836064497,0.09281213918398007
23-3,23,22,3,S23:Vanilla Ice,175,58,5,0.9085289388991142,-0.5621336625253286,0,-5.953484220602799,-3.877788188943381,-3.8746351408103465,0.4107954962480458,-4.477456758324978,0.14163568119941428,0.01123462259313758
23-4,23,22,4,S23:Amber Rose,163,44,3,-0.3325309018293012,-0.1981679063115975,0,-4.159239642112322,-2.2781551217847125,-3.9522748162186505,0.3518719034921753,-3.5049790192186974,0.12382830076775425,0.029170894121972945
23-4,23,22,4,S23:Babyface,164,3,5,1.6066250993088478,-0.1981679063115975,1,-6.68825898292011,-4.434187599546669,-3.682096870022846,0.3962096567944746,-4.833504624253136,0.08391123823956655,0.007895741604211689
23-4,23,22,4,S23:Calvin Johnson Jr.,165,42,1,-0.4876633819203531,-0.1981679063115975,0,-4.201273421984806,-2.4251831516200415,-2.278524469734315,0.26759530732804804,-2.955668638954574,0.07645967824084203,0.04946927865634053
23-4,23,22,4,S23:James Hinchcliffe,167,51,4,-0.565229621965879,-0.1981679063115975,0,-2.117939960415578,-0.3406500419373226,-1.5726260487499397,0.24855074674825334,-1.360109945306888,0.09299137163140646,0.20422243387207487
23-4,23,22,4,S23:Jana Kramer,168,28,5,-0.3325309018293012,-0.1981679063115975,0,-4.237083742700593,-2.444192611610034,-2.3111883240510123,0.26228212451273575,-2.979433354535844,0.07657427852640289,0.04836370170813484
23-4,23,22,4,S23:Laurie Hernandez,169,57,1,-1.5735907425577165,-0.1981679063115975,0,-1.0714340516784724,0.6418016068652035,-1.4809580336958268,0.2581610052945905,-0.6119385575354584,0.06312787377415088,0.3516171136625646
23-4,23,22,4,S23:Marilu Henner,170,19,0,2.1495887796275297,-0.1981679063115975,0,-5.076873033365587,-3.2821666375014673,-3.2671048320270137,0.2848738174710465,-3.8531829687224626,0.0861027960930427,0.020771503929218275
23-4,23,22,4,S23:Maureen McCormick,171,7,0,1.8393238194454256,-0.1981679063115975,0,-4.246048261529542,-2.3357284643234433,-3.715191085981718,0.3482394031579974,-3.466537505566643,0.13910786205165512,0.0302794842673764
23-4,23,22,4,S23:Ryan Lochte,173,14,1,-0.3325309018293012,-0.1981679063115975,0,-4.878849336029139,-3.0043576856026197,-3.840531483535522,0.313658930776162,-3.9002095411568276,0.1290580966476457,0.01983623126672801
23-4,23,22,4,S23:Terra Jole,174,50,7,-0.0222659416471973,-0.1981679063115975,0,-3.5868049235501367,-1.8780207739008425,-2.8354533280059018,0.24518680286078942,-2.7693724769743837,0.0880107014760819,0.059001844296316004
23-4,23,22,4,S23:Vanilla Ice,175,58,5,0.9085289388991142,-0.1981679063115975,1,-4.694915463814726,-2.7062730325996402,-3.8019063243144573,0.4108592147560603,-3.7452870101051645,0.18045506273284453,0.023083411962057047
23-5,23,22,5,S23:Amber Rose,163,44,3,-0.3325309018293012,0.1657978499021333,0,-4.167388804288662,-2.335550213381508,-3.879545999722754,0.3519057903137726,-3.490489194176255,0.12434653398854373,0.02958405674925902
23-5,23,22,5,S23:Calvin Johnson Jr.,165,42,1,-0.4876633819203531,0.1657978499021333,0,-3.7591955481417103,-2.1065560598522723,-2.2057956532384226,0.2678418310066231,-2.6963959311876073,0.07970329214289623,0.063186359178386
23-5,23,22,5,S23:James Hinchcliffe,167,51,4,-0.565229621965879,0.1657978499021333,0,-1.5310083985813585,0.09170618643572649,-1.499897232254048,0.24846833802165808,-0.9649841476734264,0.07109854933460096,0.2758813960507059
23-5,23,22,5,S23:Jana Kramer,168,28,5,-0.3325309018293012,0.1657978499021333,0,-2.970883254483632,-1.342717235310192,-2.2384595075551164,0.26209894827261393,-2.1838818869093437,0.08739837657440389,0.1012072675065562
23-5,23,22,5,S23:Laurie Hernandez,169,57,1,-1.5735907425577165,0.1657978499021333,0,-3.50417532738944,-1.8204762281459863,-1.4082292171999364,0.2582034139631561,-2.2779727418195126,0.0591602837902764,0.09296375355834774
23-5,23,22,5,S23:Marilu Henner,170,19,0,2.1495887796275297,0.1657978499021333,0,-2.5913158679143984,-0.9927595596434072,-3.194376015531122,0.28501268628503473,-2.177745630940751,0.058731761875486024,0.10176681559329703
23-5,23,22,5,S23:Maureen McCormick,171,7,0,1.8393238194454256,0.1657978499021333,0,-4.205116054481219,-2.3924338579683706,-3.6424622694858226,0.348200232387376,-3.431068684123748,0.1311787140855551,0.03133847461922358
23-5,23,22,5,S23:Ryan Lochte,173,14,1,-0.3325309018293012,0.1657978499021333,0,-4.056629181144498,-2.305496619027147,-3.7678026670396303,0.3141106438913415,-3.3921684776475924,0.10703535514163502,0.032541117628955854
23-5,23,22,5,S23:Terra Jole,174,50,7,-0.0222659416471973,0.1657978499021333,0,-2.701201937770797,-1.1258559720001717,-2.7627245115100094,0.2449310203256102,-2.1657381733047263,0.0635298935463739,0.10286968166730653
23-6,23,22,6,S23:Amber Rose,163,44,3,-0.3325309018293012,0.5297636061158644,1,-6.766702319818087,-4.497036529440432,-3.806817183226863,0.35208016600016584,-4.906860862958694,0.0771971088289614,0.007341373584240494
23-6,23,22,6,S23:Calvin Johnson Jr.,165,42,1,-0.4876633819203531,0.5297636061158644,0,-2.7029176443168836,-0.9379146351263538,-2.1330668367425285,0.2682725360806744,-1.937774984538327,0.09862920584481777,0.12589250143910283
23-6,23,22,6,S23:James Hinchcliffe,167,51,4,-0.565229621965879,0.5297636061158644,0,-2.2898880686692875,-0.5605608968350766,-1.4271684157581561,0.24858492620141723,-1.4261740049302947,0.09184685130155137,0.19369551865587992
23-6,23,22,6,S23:Jana Kramer,168,28,5,-0.3325309018293012,0.5297636061158644,0,-1.176632571959002,0.5194558723477796,-2.165730691059224,0.2621043948076705,-0.8305494299641635,0.04248183878002192,0.30352890863421295
23-6,23,22,6,S23:Laurie Hernandez,169,57,1,-1.5735907425577165,0.5297636061158644,0,-2.874937420189071,-1.0947592234135275,-1.3355004007040434,0.25843724684134217,-1.7453818598369162,0.0864007235199069,0.14863062772293492
23-6,23,22,6,S23:Marilu Henner,170,19,0,2.1495887796275297,0.5297636061158644,0,-4.03833645136406,-2.3180291681057974,-3.1216471990352277,0.28532486756587616,-3.157897234342191,0.1036603898672412,0.04078123043164848
23-6,23,22,6,S23:Maureen McCormick,171,7,0,1.8393238194454256,0.5297636061158644,0,-5.615072788844178,-3.5043865620708132,-3.5697334529899325,0.34830307349002215,-4.124608450244055,0.12575864001366863,0.015912521950200983
23-6,23,22,6,S23:Ryan Lochte,173,14,1,-0.3325309018293012,0.5297636061158644,0,-5.861953373053679,-3.7801582050903244,-3.695073850543737,0.3147188866293375,-4.346055063067026,0.1004028419095451,0.01279207221231404
23-6,23,22,6,S23:Terra Jole,174,50,7,-0.0222659416471973,0.5297636061158644,0,-5.797724317518822,-3.7836659656356435,-2.689995695014119,0.24487701072902293,-4.11511804988404,0.040357745870430034,0.016061819887198892
23-7,23,22,7,S23:Calvin Johnson Jr.,165,42,1,-0.4876633819203531,0.8937293623295953,0,-1.841823991906421,-0.16140759994233356,-2.0603380202466397,0.268886537481001,-1.3368277690861947,0.06939297530595849,0.2080322148153986
23-7,23,22,7,S23:James Hinchcliffe,167,51,4,-0.565229621965879,0.8937293623295953,0,-1.8882724627216063,-0.1954587315242509,-1.3544395992622627,0.248900231649293,-1.1523940088163565,0.08678635151367961,0.24005207927016378
23-7,23,22,7,S23:Jana Kramer,168,28,5,-0.3325309018293012,0.8937293623295953,0,-3.0275217756643027,-1.370213696242723,-2.0930018745633365,0.2622984523678485,-2.1623849792195604,0.09019123083632646,0.10317955195082532
23-7,23,22,7,S23:Laurie Hernandez,169,57,1,-1.5735907425577165,0.8937293623295953,0,-3.1387762800081416,-1.4437485142245197,-1.2627715842081504,0.25886198518288706,-1.959225046862973,0.06775790339348337,0.12355093974391956
23-7,23,22,7,S23:Marilu Henner,170,19,0,2.1495887796275297,0.8937293623295953,0,-4.122266524305846,-2.4482186451252224,-3.0489183825393384,0.2858097934024417,-3.2037046302826813,0.09767472346738086,0.039026548765851515
23-7,23,22,7,S23:Maureen McCormick,171,7,0,1.8393238194454256,0.8937293623295953,1,-4.068368403073707,-2.2125649699591206,-3.497004636494039,0.34854780076161307,-3.28261393287563,0.13572628857483895,0.03617247357951214
23-7,23,22,7,S23:Ryan Lochte,173,14,1,-0.3325309018293012,0.8937293623295953,0,-3.898375637736685,-2.1304555465465573,-3.6223450340478487,0.31548275363603523,-3.235780611525972,0.10827630246867267,0.03784121609752664
23-7,23,22,7,S23:Terra Jole,174,50,7,-0.0222659416471973,0.8937293623295953,0,-3.2177434091571944,-1.543721326484349,-2.6172668785182234,0.24502490749841743,-2.4628754389005505,0.08380757749352123,0.07850207708940565
23-8,23,22,8,S23:Calvin Johnson Jr.,165,42,1,-0.4876633819203531,1.2576951185433265,0,-3.349201865976757,-1.4977864276543469,-1.987609203750744,0.26968258324755656,-2.248629101858094,0.10424643619276193,0.09546778137058884
23-8,23,22,8,S23:James Hinchcliffe,167,51,4,-0.565229621965879,1.2576951185433265,0,-0.7402663960960034,1.0532771070989762,-1.2817107827663714,0.24941350071872212,-0.3083071488695181,0.057589959230586275,0.42352799831546833
23-8,23,22,8,S23:Jana Kramer,168,28,5,-0.3325309018293012,1.2576951185433265,0,-3.3655095084254545,-1.5260497860391125,-2.020273058067441,0.26268070293957724,-2.2764682241267766,0.10138116864653546,0.09309069445187243
23-8,23,22,8,S23:Laurie Hernandez,169,57,1,-1.5735907425577165,1.2576951185433265,0,-2.150646861688745,-0.30463709042230924,-1.190042767712258,0.25947669150793895,-1.2126857139964589,0.1056818600086363,0.2292261898149549
23-8,23,22,8,S23:Marilu Henner,170,19,0,2.1495887796275297,1.2576951185433265,0,-6.218552540859448,-4.1516355267062,-2.9761895660434456,0.28646658653880874,-4.4720483360874415,0.0421496183208355,0.011294860631731107
23-8,23,22,8,S23:Ryan Lochte,173,14,1,-0.3325309018293012,1.2576951185433265,1,-5.269683374538563,-3.162387497500995,-3.549616217551953,0.3164011177722495,-3.905484023465714,0.13208507582115547,0.019733940099732686
23-8,23,22,8,S23:Terra Jole,174,50,7,-0.0222659416471973,1.2576951185433265,0,-5.986276744751814,-3.852316353410282,-2.544538062022333,0.2453743455433404,-4.153523745942018,0.03503746350894003,0.015466009450534684
23-9,23,22,9,S23:Calvin Johnson Jr.,165,42,1,-0.4876633819203531,1.6216608747570571,0,-3.0488858953935862,-1.3409297044079629,-1.9148803872548528,0.27065906713209786,-2.094630481106359,0.09551233645052468,0.10961980646907242
23-9,23,22,9,S23:James Hinchcliffe,167,51,4,-0.565229621965879,1.6216608747570571,0,-3.5067157851031054,-1.791667215746302,-1.2089819662704775,0.25012351471153765,-2.2125206863404228,0.05233044190753218,0.09863174843713123
23-9,23,22,9,S23:Jana Kramer,168,28,5,-0.3325309018293012,1.6216608747570571,0,-1.64384164516324,0.050348950747098074,-1.9475442415715498,0.2632503267315748,-1.1596906532899096,0.06524280209326948,0.23872349961073927
23-9,23,22,9,S23:Laurie Hernandez,169,57,1,-1.5735907425577165,1.6216608747570571,0,-1.8346971250830064,-0.07093670918691704,-1.1173139512163663,0.2602800198712449,-1.015509975389801,0.09844942425651064,0.2659029251334503
23-9,23,22,9,S23:Marilu Henner,170,19,0,2.1495887796275297,1.6216608747570571,1,-3.528229918458557,-1.8648067415491727,-2.9034607495475533,0.287294068241646,-2.7677636280661613,0.09802842162727926,0.05909123199715068
23-9,23,22,9,S23:Terra Jole,174,50,7,-0.0222659416471973,1.6216608747570571,0,-2.826498835208411,-1.142739610224516,-2.4718092455264418,0.24592446574553292,-2.1526294728809785,0.08034295143600838,0.10408576433712953
23-10,23,22,10,S23:Calvin Johnson Jr.,165,42,1,-0.4876633819203531,1.985626630970788,0,-2.8298890940592663,-1.1402261807838865,-1.8421515707589606,0.2718140444858361,-1.9343951028551527,0.09578116509358346,0.12626490624655107
23-10,23,22,10,S23:James Hinchcliffe,167,51,4,-0.565229621965879,1.985626630970788,0,-2.199905212667584,-0.5174632066202636,-1.1362531497745876,0.25102860420224266,-1.2808611039116693,0.08698080875589129,0.2174036802913409
23-10,23,22,10,S23:Jana Kramer,168,28,5,-0.3325309018293012,1.985626630970788,0,-2.4093062158398295,-0.7199422023362838,-1.8748154250756581,0.2640061109082892,-1.6734181277702376,0.09085660434604834,0.1579689855880347
23-10,23,22,10,S23:Laurie Hernandez,169,57,1,-1.5735907425577165,1.985626630970788,0,-2.0571928556534944,-0.36272536542972084,-1.0445851347204744,0.26127023040835284,-1.1515329759234607,0.09193434346992795,0.24020919014074563
23-10,23,22,10,S23:Terra Jole,174,50,7,-0.0222659416471973,1.985626630970788,1,-2.152421446590062,-0.48925692759969347,-2.399080429030549,0.24667392545386185,-1.6565747622787372,0.06194600038612485,0.1602223303724849
23-11,23,22,11,S23:Calvin Johnson Jr.,165,42,1,-0.4876633819203531,2.349592387184519,0,-2.037246184900357,-0.22678537395410203,-1.7694227542630696,0.2731452510732473,-1.3731484707045283,0.09486779594983652,0.20211163987229866
23-11,23,22,11,S23:James Hinchcliffe,167,51,4,-0.565229621965879,2.349592387184519,0,-1.6976208149753955,0.09370691827309356,-1.0635243332786948,0.2521266683415068,-0.9035038759006763,0.09681526352426582,0.2883309823596109
23-11,23,22,11,S23:Jana Kramer,168,28,5,-0.3325309018293012,2.349592387184519,0,-3.3445263412565183,-1.5335773940453097,-1.802086608579766,0.2649464623556001,-2.197570997072003,0.09335634558990845,0.09996882654373143
23-11,23,22,11,S23:Laurie Hernandez,169,57,1,-1.5735907425577165,2.349592387184519,0,-1.668196544304148,0.13597933792450273,-0.9718563182245816,0.26244520779827635,-0.8471270973372805,0.1024370200497819,0.30003586146515937
24-1,24,23,1,S24:Bonner Bolton,176,51,1,-0.565229621965879,-1.2900651749527905,0,-5.309168321780168,-3.663848434209585,-3.9324405210045867,0.2895600014153129,-4.3045103107881655,0.09025414468217578,0.013327477517564076
24-1,24,23,1,S24:Charo,177,37,0,2.3047212597185815,-1.2900651749527905,0,-6.4032802005288145,-4.268806218735844,-4.913977063986508,0.49069558888687037,-5.138484414242525,0.22487398093596736,0.005832358312155097
24-1,24,23,1,S24:Chris Kattan,178,58,2,0.7533964588080623,-1.2900651749527905,0,-8.048351791235566,-5.558139161677,-5.353616113613598,0.5569186095035894,-6.117312481654346,0.18828111889859622,0.0021995237311598984
24-1,24,23,1,S24:David Ross,179,42,1,0.2879990185349065,-1.2900651749527905,0,-2.793227518979267,-1.1519992957227163,-3.129748427095672,0.28065263262788076,-2.3195328377583433,0.06724845326921171,0.08951812791968938
24-1,24,23,1,S24:Erika Jayne,180,28,5,0.6758302187625363,-1.2900651749527905,0,-5.109676301405677,-3.2400529599461256,-3.9556018761021376,0.38117765185644603,-4.086097660008499,0.15348309343991975,0.016526953145247075
24-1,24,23,1,S24:Heather Morris,181,44,0,-0.4876633819203531,-1.2900651749527905,0,-3.794152915870278,-1.8029384831162525,-2.4769665992805736,0.36315239082020756,-2.656057095848549,0.15830175856809986,0.06561666363708252
24-1,24,23,1,S24:Mr. T,182,39,0,2.1495887796275297,-1.2900651749527905,0,-6.482818271637918,-4.584957637455481,-5.066110276178599,0.43625093233786133,-5.3459366598875,0.16824731739117785,0.004744862548303089
24-1,24,23,1,S24:Nancy Kerrigan,183,7,1,0.8309626988535883,-1.2900651749527905,0,-3.5934235498738425,-1.763121416037432,-2.9664639134424458,0.3242388905877437,-2.7918856637729297,0.12562874940410054,0.057764237627259
24-1,24,23,1,S24:Nick Viall,184,48,7,-0.0222659416471973,-1.2900651749527905,0,-4.911471900096377,-3.146381156421574,-3.9934919822609913,0.33234035242092114,-4.015400337558973,0.1246547613993755,0.017716207932888136
24-1,24,23,1,S24:Normani,185,57,5,-1.2633257823756128,-1.2900651749527905,0,-3.6521298377401363,-1.9031573934225094,-1.4993566680317898,0.2815259022425734,-2.3663803762087086,0.06866613744791925,0.08577254923585344
24-1,24,23,1,S24:Rashad Jennings,186,23,1,-0.3325309018293012,-1.2900651749527905,0,-1.87199898645523,-0.11380755784731682,-1.9124470610530846,0.28184896554833094,-1.3117630092589299,0.08382431067638418,0.21219197841904902
24-1,24,23,1,S24:Simone Biles,187,50,1,-1.2633257823756128,-1.2900651749527905,0,-1.706719815020112,0.015237446976266616,-1.9873469966801147,0.306534199514913,-1.213495595569693,0.07960366034802403,0.22908313006843367
24-2,24,23,2,S24:Bonner Bolton,176,51,1,-0.565229621965879,-0.9260994187390597,0,-3.3559255214314194,-1.7959544005614545,-3.8597117045086913,0.28958091753148274,-2.9239669655166183,0.06075986414358348,0.050981427682380266
24-2,24,23,2,S24:Charo,177,37,0,2.3047212597185815,-0.9260994187390597,0,-5.283154196217487,-3.274169690481489,-4.84124824749062,0.4910173057554888,-4.517141153604225,0.19769990975525087,0.010802235699629532
24-2,24,23,2,S24:Chris Kattan,178,58,2,0.7533964588080623,-0.9260994187390597,1,-6.480245650837226,-4.307115835916518,-5.2808872971177,0.5572012453600896,-5.339650953319018,0.26830342756027037,0.004774638442517123
24-2,24,23,2,S24:David Ross,179,42,1,0.2879990185349065,-0.9260994187390597,0,-3.634365401417,-2.035135588272835,-3.0570196105997787,0.279774179717067,-2.9061694876516926,0.08920803592345292,0.051849424579495845
24-2,24,23,2,S24:Erika Jayne,180,28,5,0.6758302187625363,-0.9260994187390597,0,-3.935118810499212,-2.1834337960669257,-3.8828730596062475,0.3813599349142568,-3.3430392825004698,0.11549573596096885,0.03412384278450129
24-2,24,23,2,S24:Heather Morris,181,44,0,-0.4876633819203531,-0.9260994187390597,0,-3.429183837313865,-1.4538837622149225,-2.4042377827846813,0.3626357021857882,-2.4247731213099657,0.16117940177916842,0.08130302421812914
24-2,24,23,2,S24:Mr. T,182,39,0,2.1495887796275297,-0.9260994187390597,0,-6.097450165030663,-4.289075213978393,-4.993381459682717,0.43648403070954905,-5.11694695687877,0.1640114482323983,0.005958578349080937
24-2,24,23,2,S24:Nancy Kerrigan,183,7,1,0.8309626988535883,-0.9260994187390597,0,-4.028963776743124,-2.190460895740114,-2.893735096946551,0.3239374434959614,-3.023548923744406,0.12778175611915107,0.046373278276078164
