celebrity_name,season,week,judge_score_total,judge_score_count,raw_zero_count,ballroom_partner,celebrity_industry,celebrity_homestate,celebrity_homecountry/region,celebrity_age_during_season,results,placement,judge_score_avg
Tavis Smiley,19,1,29.0,4,0,Sharna Burgess,Radio Personality,Mississippi,United States,50,Eliminated Week 2,12,7.25
Tommy Chong,19,1,27.0,4,0,Peta Murgatroyd,Comedian,,Canada,76,Eliminated Week 10,5,6.75
Alfonso Ribeiro,19,2,32.0,4,0,Witney Carson,Actor/Actress,New York,United States,42,1st Place,1,8.0
Antonio Sabato Jr.,19,2,31.0,4,0,Cheryl Burke,Actor/Actress,,Italy,42,Eliminated Week 7,8,7.75
Bethany Mota,19,2,33.0,4,0,Derek Hough,Social Media Personality,California,United States,18,Eliminated Week 11,4,8.25
Betsey Johnson,19,2,28.0,4,0,Tony Dovolani,Fashion Designer,Connecticut,United States,72,Eliminated Week 4,10,7.0
Janel Parrish,19,2,34.0,4,0,Valentin Chmerkovskiy,Actor/Actress,Hawaii,United States,25,3rd Place,3,8.5
Jonathan Bennett,19,2,30.0,4,0,Allison Holker,Actor/Actress,Ohio,United States,33,Eliminated Week 6,9,7.5
Lea Thompson,19,2,35.0,4,0,Artem Chigvintsev,Actor/Actress,Minnesota,United States,53,Eliminated Week 9,6,8.75
Lolo Jones,19,2,0.0,4,4,Keo Motsepe,Athlete,Iowa,United States,32,Eliminated Week 1,13,0.0
Michael Waltrip,19,2,24.0,4,0,Emma Slater,Racing Driver,Kentucky,United States,51,Eliminated Week 8,7,6.0
Randy Couture,19,2,28.0,4,0,Karina Smirnoff,Athlete,Washington,United States,51,Eliminated Week 3,11,7.0
Sadie Robertson,19,2,31.0,4,0,Mark Ballas,TV Personality,Louisiana,United States,17,2nd Place,2,7.75
Tavis Smiley,19,2,28.0,4,0,Sharna Burgess,Radio Personality,Mississippi,United States,50,Eliminated Week 2,12,7.0
Tommy Chong,19,2,28.0,4,0,Peta Murgatroyd,Comedian,,Canada,76,Eliminated Week 10,5,7.0
Alfonso Ribeiro,19,3,32.0,4,0,Witney Carson,Actor/Actress,New York,United States,42,1st Place,1,8.0
Antonio Sabato Jr.,19,3,29.0,4,0,Cheryl Burke,Actor/Actress,,Italy,42,Eliminated Week 7,8,7.25
Bethany Mota,19,3,40.0,4,0,Derek Hough,Social Media Personality,California,United States,18,Eliminated Week 11,4,10.0
Betsey Johnson,19,3,29.0,4,0,Tony Dovolani,Fashion Designer,Connecticut,United States,72,Eliminated Week 4,10,7.25
Janel Parrish,19,3,40.0,4,0,Valentin Chmerkovskiy,Actor/Actress,Hawaii,United States,25,3rd Place,3,10.0
Jonathan Bennett,19,3,32.0,4,0,Allison Holker,Actor/Actress,Ohio,United States,33,Eliminated Week 6,9,8.0
Lea Thompson,19,3,31.0,4,0,Artem Chigvintsev,Actor/Actress,Minnesota,United States,53,Eliminated Week 9,6,7.75
Lolo Jones,19,3,0.0,4,4,Keo Motsepe,Athlete,Iowa,United States,32,Eliminated Week 1,13,0.0
Michael Waltrip,19,3,28.0,4,0,Emma Slater,Racing Driver,Kentucky,United States,51,Eliminated Week 8,7,7.0
Randy Couture,19,3,26.0,4,0,Karina Smirnoff,Athlete,Washington,United States,51,Eliminated Week 3,11,6.5
Sadie Robertson,19,3,32.0,4,0,Mark Ballas,TV Personality,Louisiana,United States,17,2nd Place,2,8.0
Tavis Smiley,19,3,0.0,4,4,Sharna Burgess,Radio Personality,Mississippi,United States,50,Eliminated Week 2,12,0.0
Tommy Chong,19,3,34.0,4,0,Peta Murgatroyd,Comedian,,Canada,76,Eliminated Week 10,5,8.5
Alfonso Ribeiro,19,4,40.0,4,0,Witney Carson,Actor/Actress,New York,United States,42,1st Place,1,10.0
Antonio Sabato Jr.,19,4,29.0,4,0,Cheryl Burke,Actor/Actress,,Italy,42,Eliminated Week 7,8,7.25
Bethany Mota,19,4,33.0,4,0,Derek Hough,Social Media Personality,California,United States,18,Eliminated Week 11,4,8.25
Betsey Johnson,19,4,29.0,4,0,Tony Dovolani,Fashion Designer,Connecticut,United States,72,Eliminated Week 4,10,7.25
Janel Parrish,19,4,36.0,4,0,Valentin Chmerkovskiy,Actor/Actress,Hawaii,United States,25,3rd Place,3,9.0
Jonathan Bennett,19,4,24.0,4,0,Allison Holker,Actor/Actress,Ohio,United States,33,Eliminated Week 6,9,6.0
Lea Thompson,19,4,39.0,4,0,Artem Chigvintsev,Actor/Actress,Minnesota,United States,53,Eliminated Week 9,6,9.75
Lolo Jones,19,4,0.0,4,4,Keo Motsepe,Athlete,Iowa,United States,32,Eliminated Week 1,13,0.0
Michael Waltrip,19,4,25.0,4,0,Emma Slater,Racing Driver,Kentucky,United States,51,Eliminated Week 8,7,6.25
Randy Couture,19,4,0.0,4,4,Karina Smirnoff,Athlete,Washington,United States,51,Eliminated Week 3,11,0.0
Sadie Robertson,19,4,37.0,4,0,Mark Ballas,TV Personality,Louisiana,United States,17,2nd Place,2,9.25
Tavis Smiley,19,4,0.0,4,4,Sharna Burgess,Radio Personality,Mississippi,United States,50,Eliminated Week 2,12,0.0
Tommy Chong,19,4,28.0,4,0,Peta Murgatroyd,Comedian,,Canada,76,Eliminated Week 10,5,7.0
Alfonso Ribeiro,19,5,34.0,4,0,Witney Carson,Actor/Actress,New York,United States,42,1st Place,1,8.5
Antonio Sabato Jr.,19,5,28.0,4,0,Cheryl Burke,Actor/Actress,,Italy,42,Eliminated Week 7,8,7.0
Bethany Mota,19,5,32.0,4,0,Derek Hough,Social Media Personality,California,United States,18,Eliminated Week 11,4,8.0
Betsey Johnson,19,5,0.0,4,4,Tony Dovolani,Fashion Designer,Connecticut,United States,72,Eliminated Week 4,10,0.0
Janel Parrish,19,5,33.0,4,0,Valentin Chmerkovskiy,Actor/Actress,Hawaii,United States,25,3rd Place,3,8.25
Jonathan Bennett,19,5,24.0,4,0,Allison Holker,Actor/Actress,Ohio,United States,33,Eliminated Week 6,9,6.0
Lea Thompson,19,5,34.0,4,0,Artem Chigvintsev,Actor/Actress,Minnesota,United States,53,Eliminated Week 9,6,8.5
Lolo Jones,19,5,0.0,4,4,Keo Motsepe,Athlete,Iowa,United States,32,Eliminated Week 1,13,0.0
Michael Waltrip,19,5,20.0,4,0,Emma Slater,Racing Driver,Kentucky,United States,51,Eliminated Week 8,7,5.0
Randy Couture,19,5,0.0,4,4,Karina Smirnoff,Athlete,Washington,United States,51,Eliminated Week 3,11,0.0
Sadie Robertson,19,5,36.0,4,0,Mark Ballas,TV Personality,Louisiana,United States,17,2nd Place,2,9.0
Tavis Smiley,19,5,0.0,4,4,Sharna Burgess,Radio Personality,Mississippi,United States,50,Eliminated Week 2,12,0.0
Tommy Chong,19,5,23.0,4,0,Peta Murgatroyd,Comedian,,Canada,76,Eliminated Week 10,5,5.75
Alfonso Ribeiro,19,6,39.0,4,0,Witney Carson,Actor/Actress,New York,United States,42,1st Place,1,9.75
Antonio Sabato Jr.,19,6,28.0,4,0,Cheryl Burke,Actor/Actress,,Italy,42,Eliminated Week 7,8,7.0
Bethany Mota,19,6,36.0,4,0,Derek Hough,Social Media Personality,California,United States,18,Eliminated Week 11,4,9.0
Betsey Johnson,19,6,0.0,4,4,Tony Dovolani,Fashion Designer,Connecticut,United States,72,Eliminated Week 4,10,0.0
Janel Parrish,19,6,33.0,4,0,Valentin Chmerkovskiy,Actor/Actress,Hawaii,United States,25,3rd Place,3,8.25
Jonathan Bennett,19,6,32.0,4,0,Allison Holker,Actor/Actress,Ohio,United States,33,Eliminated Week 6,9,8.0
Lea Thompson,19,6,32.0,4,0,Artem Chigvintsev,Actor/Actress,Minnesota,United States,53,Eliminated Week 9,6,8.0
Lolo Jones,19,6,0.0,4,4,Keo Motsepe,Athlete,Iowa,United States,32,Eliminated Week 1,13,0.0
Michael Waltrip,19,6,30.0,4,0,Emma Slater,Racing Driver,Kentucky,United States,51,Eliminated Week 8,7,7.5
Randy Couture,19,6,0.0,4,4,Karina Smirnoff,Athlete,Washington,United States,51,Eliminated Week 3,11,0.0
Sadie Robertson,19,6,35.0,4,0,Mark Ballas,TV Personality,Louisiana,United States,17,2nd Place,2,8.75
Tavis Smiley,19,6,0.0,4,4,Sharna Burgess,Radio Personality,Mississippi,United States,50,Eliminated Week 2,12,0.0
Tommy Chong,19,6,28.0,4,0,Peta Murgatroyd,Comedian,,Canada,76,Eliminated Week 10,5,7.0
Alfonso Ribeiro,19,7,34.0,4,0,Witney Carson,Actor/Actress,New York,United States,42,1st Place,1,8.5
Antonio Sabato Jr.,19,7,29.5,4,0,Cheryl Burke,Actor/Actress,,Italy,42,Eliminated Week 7,8,7.375
Bethany Mota,19,7,37.5,4,0,Derek Hough,Social Media Personality,California,United States,18,Eliminated Week 11,4,9.375
Betsey Johnson,19,7,0.0,4,4,Tony Dovolani,Fashion Designer,Connecticut,United States,72,Eliminated Week 4,10,0.0
Janel Parrish,19,7,33.5,4,0,Valentin Chmerkovskiy,Actor/Actress,Hawaii,United States,25,3rd Place,3,8.375
Jonathan Bennett,19,7,0.0,4,4,Allison Holker,Actor/Actress,Ohio,United States,33,Eliminated Week 6,9,0.0
Lea Thompson,19,7,35.0,4,0,Artem Chigvintsev,Actor/Actress,Minnesota,United States,53,Eliminated Week 9,6,8.75
Lolo Jones,19,7,0.0,4,4,Keo Motsepe,Athlete,Iowa,United States,32,Eliminated Week 1,13,0.0
Michael Waltrip,19,7,28.0,4,0,Emma Slater,Racing Driver,Kentucky,United States,51,Eliminated Week 8,7,7.0
Randy Couture,19,7,0.0,4,4,Karina Smirnoff,Athlete,Washington,United States,51,Eliminated Week 3,11,0.0
Sadie Robertson,19,7,31.0,4,0,Mark Ballas,TV Personality,Louisiana,United States,17,2nd Place,2,7.75
Tavis Smiley,19,7,0.0,4,4,Sharna Burgess,Radio Personality,Mississippi,United States,50,Eliminated Week 2,12,0.0
Tommy Chong,19,7,30.0,4,0,Peta Murgatroyd,Comedian,,Canada,76,Eliminated Week 10,5,7.5
Alfonso Ribeiro,19,8,41.0,4,0,Witney Carson,Actor/Actress,New York,United States,42,1st Place,1,10.25
Antonio Sabato Jr.,19,8,0.0,4,4,Cheryl Burke,Actor/Actress,,Italy,42,Eliminated Week 7,8,0.0
Bethany Mota,19,8,40.0,4,0,Derek Hough,Social Media Personality,California,United States,18,Eliminated Week 11,4,10.0
Betsey Johnson,19,8,0.0,4,4,Tony Dovolani,Fashion Designer,Connecticut,United States,72,Eliminated Week 4,10,0.0
Janel Parrish,19,8,43.0,4,0,Valentin Chmerkovskiy,Actor/Actress,Hawaii,United States,25,3rd Place,3,10.75
Jonathan Bennett,19,8,0.0,4,4,Allison Holker,Actor/Actress,Ohio,United States,33,Eliminated Week 6,9,0.0
Lea Thompson,19,8,32.0,4,0,Artem Chigvintsev,Actor/Actress,Minnesota,United States,53,Eliminated Week 9,6,8.0
Lolo Jones,19,8,0.0,4,4,Keo Motsepe,Athlete,Iowa,United States,32,Eliminated Week 1,13,0.0
Michael Waltrip,19,8,25.0,4,0,Emma Slater,Racing Driver,Kentucky,United States,51,Eliminated Week 8,7,6.25
Randy Couture,19,8,0.0,4,4,Karina Smirnoff,Athlete,Washington,United States,51,Eliminated Week 3,11,0.0
Sadie Robertson,19,8,38.0,4,0,Mark Ballas,TV Personality,Louisiana,United States,17,2nd Place,2,9.5
Tavis Smiley,19,8,0.0,4,4,Sharna Burgess,Radio Personality,Mississippi,United States,50,Eliminated Week 2,12,0.0
Tommy Chong,19,8,29.0,4,0,Peta Murgatroyd,Comedian,,Canada,76,Eliminated Week 10,5,7.25
Alfonso Ribeiro,19,9,38.5,4,0,Witney Carson,Actor/Actress,New York,United States,42,1st Place,1,9.625
Antonio Sabato Jr.,19,9,0.0,4,4,Cheryl Burke,Actor/Actress,,Italy,42,Eliminated Week 7,8,0.0
Bethany Mota,19,9,37.0,4,0,Derek Hough,Social Media Personality,California,United States,18,Eliminated Week 11,4,9.25
Betsey Johnson,19,9,0.0,4,4,Tony Dovolani,Fashion Designer,Connecticut,United States,72,Eliminated Week 4,10,0.0
Janel Parrish,19,9,38.5,4,0,Valentin Chmerkovskiy,Actor/Actress,Hawaii,United States,25,3rd Place,3,9.625
Jonathan Bennett,19,9,0.0,4,4,Allison Holker,Actor/Actress,Ohio,United States,33,Eliminated Week 6,9,0.0
Lea Thompson,19,9,35.0,4,0,Artem Chigvintsev,Actor/Actress,Minnesota,United States,53,Eliminated Week 9,6,8.75
Lolo Jones,19,9,0.0,4,4,Keo Motsepe,Athlete,Iowa,United States,32,Eliminated Week 1,13,0.0
Michael Waltrip,19,9,0.0,4,4,Emma Slater,Racing Driver,Kentucky,United States,51,Eliminated Week 8,7,0.0
Randy Couture,19,9,0.0,4,4,Karina Smirnoff,Athlete,Washington,United States,51,Eliminated Week 3,11,0.0
Sadie Robertson,19,9,36.5,4,0,Mark Ballas,TV Personality,Louisiana,United States,17,2nd Place,2,9.125
Tavis Smiley,19,9,0.0,4,4,Sharna Burgess,Radio Personality,Mississippi,United States,50,Eliminated Week 2,12,0.0
Tommy Chong,19,9,28.5,4,0,Peta Murgatroyd,Comedian,,Canada,76,Eliminated Week 10,5,7.125
Alfonso Ribeiro,19,10,37.5,4,0,Witney Carson,Actor/Actress,New York,United States,42,1st Place,1,9.375
Antonio Sabato Jr.,19,10,0.0,4,4,Cheryl Burke,Actor/Actress,,Italy,42,Eliminated Week 7,8,0.0
Bethany Mota,19,10,38.0,4,0,Derek Hough,Social Media Personality,California,United States,18,Eliminated Week 11,4,9.5
Betsey Johnson,19,10,0.0,4,4,Tony Dovolani,Fashion Designer,Connecticut,United States,72,Eliminated Week 4,10,0.0
Janel Parrish,19,10,39.0,4,0,Valentin Chmerkovskiy,Actor/Actress,Hawaii,United States,25,3rd Place,3,9.75
Jonathan Bennett,19,10,0.0,4,4,Allison Holker,Actor/Actress,Ohio,United States,33,Eliminated Week 6,9,0.0
Lea Thompson,19,10,0.0,4,4,Artem Chigvintsev,Actor/Actress,Minnesota,United States,53,Eliminated Week 9,6,0.0
Lolo Jones,19,10,0.0,4,4,Keo Motsepe,Athlete,Iowa,United States,32,Eliminated Week 1,13,0.0
Michael Waltrip,19,10,0.0,4,4,Emma Slater,Racing Driver,Kentucky,United States,51,Eliminated Week 8,7,0.0
Randy Couture,19,10,0.0,4,4,Karina Smirnoff,Athlete,Washington,United States,51,Eliminated Week 3,11,0.0
Sadie Robertson,19,10,37.0,4,0,Mark Ballas,TV Personality,Louisiana,United States,17,2nd Place,2,9.25
Tavis Smiley,19,10,0.0,4,4,Sharna Burgess,Radio Personality,Mississippi,United States,50,Eliminated Week 2,12,0.0
Tommy Chong,19,10,31.0,4,0,Peta Murgatroyd,Comedian,,Canada,76,Eliminated Week 10,5,7.75
Alfonso Ribeiro,19,11,40.0,4,0,Witney Carson,Actor/Actress,New York,United States,42,1st Place,1,10.0
Antonio Sabato Jr.,19,11,0.0,4,4,Cheryl Burke,Actor/Actress,,Italy,42,Eliminated Week 7,8,0.0
Bethany Mota,19,11,38.0,4,0,Derek Hough,Social Media Personality,California,United States,18,Eliminated Week 11,4,9.5
Betsey Johnson,19,11,0.0,4,4,Tony Dovolani,Fashion Designer,Connecticut,United States,72,Eliminated Week 4,10,0.0
Janel Parrish,19,11,38.9998,4,0,Valentin Chmerkovskiy,Actor/Actress,Hawaii,United States,25,3rd Place,3,9.74995
Jonathan Bennett,19,11,0.0,4,4,Allison Holker,Actor/Actress,Ohio,United States,33,Eliminated Week 6,9,0.0
Lea Thompson,19,11,0.0,4,4,Artem Chigvintsev,Actor/Actress,Minnesota,United States,53,Eliminated Week 9,6,0.0
Lolo Jones,19,11,0.0,4,4,Keo Motsepe,Athlete,Iowa,United States,32,Eliminated Week 1,13,0.0
Michael Waltrip,19,11,0.0,4,4,Emma Slater,Racing Driver,Kentucky,United States,51,Eliminated Week 8,7,0.0
Randy Couture,19,11,0.0,4,4,Karina Smirnoff,Athlete,Washington,United States,51,Eliminated Week 3,11,0.0
Sadie Robertson,19,11,39.333200000000005,4,0,Mark Ballas,TV Personality,Louisiana,United States,17,2nd Place,2,9.833300000000001
Tavis Smiley,19,11,0.0,4,4,Sharna Burgess,Radio Personality,Mississippi,United States,50,Eliminated Week 2,12,0.0
Tommy Chong,19,11,0.0,4,4,Peta Murgatroyd,Comedian,,Canada,76,Eliminated Week 10,5,0.0
Charlotte McKinney,20,1,22.0,4,0,Keo Motsepe,Model,Florida,United States,21,Eliminated Week 3,11,5.5
Chris Soules,20,1,26.0,4,0,Witney Carson,TV Personality,Iowa,United States,33,Eliminated Week 8,5,6.5
Michael Sam,20,1,26.0,4,0,Peta Murgatroyd,Athlete,Texas,United States,25,Eliminated Week 4,10,6.5
Nastia Liukin,20,1,30.0,4,0,Derek Hough,Athlete,,Russia,25,Eliminated Week 9,4,7.5
Noah Galloway,20,1,26.0,4,0,Sharna Burgess,Motivational Speaker,Alabama,United States,33,3rd Place,3,6.5
Patti LaBelle,20,1,25.0,4,0,Artem Chigvintsev,Singer/Rapper,Pennsylvania,United States,70,Eliminated Week 6,8,6.25
Redfoo,20,1,22.0,4,0,Emma Slater,Singer/Rapper,California,United States,39,Eliminated Week 2,12,5.5
Riker Lynch,20,1,31.0,4,0,Allison Holker,Actor/Actress,Colorado,United States,23,2nd Place,2,7.75
Robert Herjavec,20,1,28.0,4,0,Kym Johnson,Entrepreneur,,Croatia,52,Eliminated Week 8,6,7.0
Rumer Willis,20,1,32.0,4,0,Valentin Chmerkovskiy,Actor/Actress,Kentucky,United States,26,1st Place,1,8.0
Suzanne Somers,20,1,25.0,4,0,Tony Dovolani,Actor/Actress,California,United States,68,Eliminated Week 5,9,6.25
Willow Shields,20,1,25.0,4,0,Mark Ballas,Actor/Actress,New Mexico,United States,14,Eliminated Week 7,7,6.25
Charlotte McKinney,20,2,26.0,4,0,Keo Motsepe,Model,Florida,United States,21,Eliminated Week 3,11,6.5
Chris Soules,20,2,21.0,4,0,Witney Carson,TV Personality,Iowa,United States,33,Eliminated Week 8,5,5.25
Michael Sam,20,2,28.0,4,0,Peta Murgatroyd,Athlete,Texas,United States,25,Eliminated Week 4,10,7.0
Nastia Liukin,20,2,34.0,4,0,Derek Hough,Athlete,,Russia,25,Eliminated Week 9,4,8.5
Noah Galloway,20,2,27.0,4,0,Sharna Burgess,Motivational Speaker,Alabama,United States,33,3rd Place,3,6.75
Patti LaBelle,20,2,28.0,4,0,Artem Chigvintsev,Singer/Rapper,Pennsylvania,United States,70,Eliminated Week 6,8,7.0
Redfoo,20,2,31.0,4,0,Emma Slater,Singer/Rapper,California,United States,39,Eliminated Week 2,12,7.75
Riker Lynch,20,2,32.0,4,0,Allison Holker,Actor/Actress,Colorado,United States,23,2nd Place,2,8.0
Robert Herjavec,20,2,28.0,4,0,Kym Johnson,Entrepreneur,,Croatia,52,Eliminated Week 8,6,7.0
Rumer Willis,20,2,32.0,4,0,Valentin Chmerkovskiy,Actor/Actress,Kentucky,United States,26,1st Place,1,8.0
Suzanne Somers,20,2,28.0,4,0,Tony Dovolani,Actor/Actress,California,United States,68,Eliminated Week 5,9,7.0
Willow Shields,20,2,32.0,4,0,Mark Ballas,Actor/Actress,New Mexico,United States,14,Eliminated Week 7,7,8.0
Charlotte McKinney,20,3,22.0,4,0,Keo Motsepe,Model,Florida,United States,21,Eliminated Week 3,11,5.5
Chris Soules,20,3,28.0,4,0,Witney Carson,TV Personality,Iowa,United States,33,Eliminated Week 8,5,7.0
Michael Sam,20,3,24.0,4,0,Peta Murgatroyd,Athlete,Texas,United States,25,Eliminated Week 4,10,6.0
Nastia Liukin,20,3,34.0,4,0,Derek Hough,Athlete,,Russia,25,Eliminated Week 9,4,8.5
Noah Galloway,20,3,30.0,4,0,Sharna Burgess,Motivational Speaker,Alabama,United States,33,3rd Place,3,7.5
Patti LaBelle,20,3,22.0,4,0,Artem Chigvintsev,Singer/Rapper,Pennsylvania,United States,70,Eliminated Week 6,8,5.5
Redfoo,20,3,0.0,4,4,Emma Slater,Singer/Rapper,California,United States,39,Eliminated Week 2,12,0.0
Riker Lynch,20,3,34.0,4,0,Allison Holker,Actor/Actress,Colorado,United States,23,2nd Place,2,8.5
Robert Herjavec,20,3,29.0,4,0,Kym Johnson,Entrepreneur,,Croatia,52,Eliminated Week 8,6,7.25
Rumer Willis,20,3,33.0,4,0,Valentin Chmerkovskiy,Actor/Actress,Kentucky,United States,26,1st Place,1,8.25
Suzanne Somers,20,3,25.0,4,0,Tony Dovolani,Actor/Actress,California,United States,68,Eliminated Week 5,9,6.25
Willow Shields,20,3,32.0,4,0,Mark Ballas,Actor/Actress,New Mexico,United States,14,Eliminated Week 7,7,8.0
Charlotte McKinney,20,4,0.0,4,4,Keo Motsepe,Model,Florida,United States,21,Eliminated Week 3,11,0.0
Chris Soules,20,4,27.0,4,0,Witney Carson,TV Personality,Iowa,United States,33,Eliminated Week 8,5,6.75
Michael Sam,20,4,30.0,4,0,Peta Murgatroyd,Athlete,Texas,United States,25,Eliminated Week 4,10,7.5
Nastia Liukin,20,4,36.0,4,0,Derek Hough,Athlete,,Russia,25,Eliminated Week 9,4,9.0
Noah Galloway,20,4,32.0,4,0,Sharna Burgess,Motivational Speaker,Alabama,United States,33,3rd Place,3,8.0
Patti LaBelle,20,4,30.0,4,0,Artem Chigvintsev,Singer/Rapper,Pennsylvania,United States,70,Eliminated Week 6,8,7.5
Redfoo,20,4,0.0,4,4,Emma Slater,Singer/Rapper,California,United States,39,Eliminated Week 2,12,0.0
Riker Lynch,20,4,34.0,4,0,Allison Holker,Actor/Actress,Colorado,United States,23,2nd Place,2,8.5
Robert Herjavec,20,4,34.0,4,0,Kym Johnson,Entrepreneur,,Croatia,52,Eliminated Week 8,6,8.5
Rumer Willis,20,4,35.0,4,0,Valentin Chmerkovskiy,Actor/Actress,Kentucky,United States,26,1st Place,1,8.75
Suzanne Somers,20,4,28.0,4,0,Tony Dovolani,Actor/Actress,California,United States,68,Eliminated Week 5,9,7.0
Willow Shields,20,4,39.0,4,0,Mark Ballas,Actor/Actress,New Mexico,United States,14,Eliminated Week 7,7,9.75
Charlotte McKinney,20,5,0.0,4,4,Keo Motsepe,Model,Florida,United States,21,Eliminated Week 3,11,0.0
Chris Soules,20,5,27.0,4,0,Witney Carson,TV Personality,Iowa,United States,33,Eliminated Week 8,5,6.75
Michael Sam,20,5,0.0,4,4,Peta Murgatroyd,Athlete,Texas,United States,25,Eliminated Week 4,10,0.0
Nastia Liukin,20,5,38.0,4,0,Derek Hough,Athlete,,Russia,25,Eliminated Week 9,4,9.5
Noah Galloway,20,5,28.0,4,0,Sharna Burgess,Motivational Speaker,Alabama,United States,33,3rd Place,3,7.0
Patti LaBelle,20,5,27.0,4,0,Artem Chigvintsev,Singer/Rapper,Pennsylvania,United States,70,Eliminated Week 6,8,6.75
Redfoo,20,5,0.0,4,4,Emma Slater,Singer/Rapper,California,United States,39,Eliminated Week 2,12,0.0
Riker Lynch,20,5,38.0,4,0,Allison Holker,Actor/Actress,Colorado,United States,23,2nd Place,2,9.5
Robert Herjavec,20,5,24.0,4,0,Kym Johnson,Entrepreneur,,Croatia,52,Eliminated Week 8,6,6.0
Rumer Willis,20,5,39.0,4,0,Valentin Chmerkovskiy,Actor/Actress,Kentucky,United States,26,1st Place,1,9.75
Suzanne Somers,20,5,28.0,4,0,Tony Dovolani,Actor/Actress,California,United States,68,Eliminated Week 5,9,7.0
Willow Shields,20,5,34.0,4,0,Mark Ballas,Actor/Actress,New Mexico,United States,14,Eliminated Week 7,7,8.5
Charlotte McKinney,20,6,0.0,4,4,Keo Motsepe,Model,Florida,United States,21,Eliminated Week 3,11,0.0
Chris Soules,20,6,35.0,4,0,Witney Carson,TV Personality,Iowa,United States,33,Eliminated Week 8,5,8.75
Michael Sam,20,6,0.0,4,4,Peta Murgatroyd,Athlete,Texas,United States,25,Eliminated Week 4,10,0.0
Nastia Liukin,20,6,36.5,4,0,Derek Hough,Athlete,,Russia,25,Eliminated Week 9,4,9.125
Noah Galloway,20,6,34.0,4,0,Sharna Burgess,Motivational Speaker,Alabama,United States,33,3rd Place,3,8.5
Patti LaBelle,20,6,34.0,4,0,Artem Chigvintsev,Singer/Rapper,Pennsylvania,United States,70,Eliminated Week 6,8,8.5
Redfoo,20,6,0.0,4,4,Emma Slater,Singer/Rapper,California,United States,39,Eliminated Week 2,12,0.0
Riker Lynch,20,6,38.0,4,0,Allison Holker,Actor/Actress,Colorado,United States,23,2nd Place,2,9.5
Robert Herjavec,20,6,33.5,4,0,Kym Johnson,Entrepreneur,,Croatia,52,Eliminated Week 8,6,8.375
Rumer Willis,20,6,35.5,4,0,Valentin Chmerkovskiy,Actor/Actress,Kentucky,United States,26,1st Place,1,8.875
Suzanne Somers,20,6,0.0,4,4,Tony Dovolani,Actor/Actress,California,United States,68,Eliminated Week 5,9,0.0
Willow Shields,20,6,36.5,4,0,Mark Ballas,Actor/Actress,New Mexico,United States,14,Eliminated Week 7,7,9.125
Charlotte McKinney,20,7,0.0,4,4,Keo Motsepe,Model,Florida,United States,21,Eliminated Week 3,11,0.0
Chris Soules,20,7,31.0,4,0,Witney Carson,TV Personality,Iowa,United States,33,Eliminated Week 8,5,7.75
Michael Sam,20,7,0.0,4,4,Peta Murgatroyd,Athlete,Texas,United States,25,Eliminated Week 4,10,0.0
Nastia Liukin,20,7,41.0,4,0,Derek Hough,Athlete,,Russia,25,Eliminated Week 9,4,10.25
Noah Galloway,20,7,38.0,4,0,Sharna Burgess,Motivational Speaker,Alabama,United States,33,3rd Place,3,9.5
Patti LaBelle,20,7,0.0,4,4,Artem Chigvintsev,Singer/Rapper,Pennsylvania,United States,70,Eliminated Week 6,8,0.0
Redfoo,20,7,0.0,4,4,Emma Slater,Singer/Rapper,California,United States,39,Eliminated Week 2,12,0.0
Riker Lynch,20,7,37.0,4,0,Allison Holker,Actor/Actress,Colorado,United States,23,2nd Place,2,9.25
Robert Herjavec,20,7,31.0,4,0,Kym Johnson,Entrepreneur,,Croatia,52,Eliminated Week 8,6,7.75
Rumer Willis,20,7,37.0,4,0,Valentin Chmerkovskiy,Actor/Actress,Kentucky,United States,26,1st Place,1,9.25
Suzanne Somers,20,7,0.0,4,4,Tony Dovolani,Actor/Actress,California,United States,68,Eliminated Week 5,9,0.0
Willow Shields,20,7,39.0,4,0,Mark Ballas,Actor/Actress,New Mexico,United States,14,Eliminated Week 7,7,9.75
Charlotte McKinney,20,8,0.0,4,4,Keo Motsepe,Model,Florida,United States,21,Eliminated Week 3,11,0.0
Chris Soules,20,8,32.0,4,0,Witney Carson,TV Personality,Iowa,United States,33,Eliminated Week 8,5,8.0
Michael Sam,20,8,0.0,4,4,Peta Murgatroyd,Athlete,Texas,United States,25,Eliminated Week 4,10,0.0
Nastia Liukin,20,8,38.0,4,0,Derek Hough,Athlete,,Russia,25,Eliminated Week 9,4,9.5
Noah Galloway,20,8,31.5,4,0,Sharna Burgess,Motivational Speaker,Alabama,United States,33,3rd Place,3,7.875
Patti LaBelle,20,8,0.0,4,4,Artem Chigvintsev,Singer/Rapper,Pennsylvania,United States,70,Eliminated Week 6,8,0.0
Redfoo,20,8,0.0,4,4,Emma Slater,Singer/Rapper,California,United States,39,Eliminated Week 2,12,0.0
Riker Lynch,20,8,39.0,4,0,Allison Holker,Actor/Actress,Colorado,United States,23,2nd Place,2,9.75
Robert Herjavec,20,8,31.0,4,0,Kym Johnson,Entrepreneur,,Croatia,52,Eliminated Week 8,6,7.75
Rumer Willis,20,8,40.0,4,0,Valentin Chmerkovskiy,Actor/Actress,Kentucky,United States,26,1st Place,1,10.0
Suzanne Somers,20,8,0.0,4,4,Tony Dovolani,Actor/Actress,California,United States,68,Eliminated Week 5,9,0.0
