event_id,season,week,next_week,delta_week,terminal,n_active,elim_count,rule_mode,is_judges_save,active_ids,eliminated_ids,eliminated_indices,J_total_by_active,J_pct_by_active
11-7,11,7,8.0,1.0,False,6,1,percent,False,"[""S11:Brandy"", ""S11:Bristol Palin"", ""S11:Jennifer Grey"", ""S11:Kurt Warner"", ""S11:Kyle Massey"", ""S11:Rick Fox""]","[""S11:Rick Fox""]",[5],"[36.5, 32.5, 36.5, 35.0, 33.5, 34.5]","[0.1750599520383693, 0.15587529976019185, 0.1750599520383693, 0.16786570743405277, 0.1606714628297362, 0.16546762589928057]"
11-8,11,8,9.0,1.0,False,5,1,percent,False,"[""S11:Brandy"", ""S11:Bristol Palin"", ""S11:Jennifer Grey"", ""S11:Kurt Warner"", ""S11:Kyle Massey""]","[""S11:Kurt Warner""]",[3],"[28.5, 23.5, 28.5, 24.0, 28.0]","[0.21509433962264152, 0.17735849056603772, 0.21509433962264152, 0.1811320754716981, 0.21132075471698114]"
11-9,11,9,10.0,1.0,False,4,1,percent,False,"[""S11:Brandy"", ""S11:Bristol Palin"", ""S11:Jennifer Grey"", ""S11:Kyle Massey""]","[""S11:Brandy""]",[0],"[28.5, 26.5, 30.0, 29.0]","[0.25, 0.2324561403508772, 0.2631578947368421, 0.2543859649122807]"
11-10,11,10,,,True,3,0,percent,False,"[""S11:Bristol Palin"", ""S11:Jennifer Grey"", ""S11:Kyle Massey""]",[],[],"[25.6666, 30.0, 27.3332]","[0.30923688972744506, 0.36144665408832305, 0.3293164561842318]"
12-1,12,1,2.0,1.0,False,11,0,percent,False,"[""S12:Chelsea Kane"", ""S12:Chris Jericho"", ""S12:Hines Ward"", ""S12:Kendra Wilkinson"", ""S12:Kirstie Alley"", ""S12:Mike Catherwood"", ""S12:Petra Nemcova"", ""S12:Ralph Macchio"", ""S12:Romeo"", ""S12:Sugar Ray Leonard"", ""S12:Wendy Williams""]",[],[],"[21.0, 19.0, 21.0, 18.0, 23.0, 13.0, 18.0, 24.0, 19.0, 17.0, 14.0]","[0.10144927536231885, 0.09178743961352658, 0.10144927536231885, 0.08695652173913043, 0.1111111111111111, 0.06280193236714976, 0.08695652173913043, 0.11594202898550725, 0.09178743961352658, 0.0821256038647343, 0.06763285024154589]"
12-2,12,2,3.0,1.0,False,11,1,percent,False,"[""S12:Chelsea Kane"", ""S12:Chris Jericho"", ""S12:Hines Ward"", ""S12:Kendra Wilkinson"", ""S12:Kirstie Alley"", ""S12:Mike Catherwood"", ""S12:Petra Nemcova"", ""S12:Ralph Macchio"", ""S12:Romeo"", ""S12:Sugar Ray Leonard"", ""S12:Wendy Williams""]","[""S12:Mike Catherwood""]",[5],"[18.0, 23.0, 23.0, 19.0, 20.0, 17.0, 18.0, 21.0, 23.0, 17.0, 17.0]","[0.08333333333333333, 0.10648148148148148, 0.10648148148148148, 0.08796296296296297, 0.09259259259259259, 0.0787037037037037, 0.08333333333333333, 0.09722222222222222, 0.10648148148148148, 0.0787037037037037, 0.0787037037037037]"
12-3,12,3,4.0,1.0,False,10,1,percent,False,"[""S12:Chelsea Kane"", ""S12:Chris Jericho"", ""S12:Hines Ward"", ""S12:Kendra Wilkinson"", ""S12:Kirstie Alley"", ""S12:Petra Nemcova"", ""S12:Ralph Macchio"", ""S12:Romeo"", ""S12:Sugar Ray Leonard"", ""S12:Wendy Williams""]","[""S12:Wendy Williams""]",[9],"[23.0, 21.0, 25.0, 23.0, 21.0, 25.0, 21.0, 20.0, 20.0, 15.0]","[0.10747663551401869, 0.09813084112149532, 0.11682242990654206, 0.10747663551401869, 0.09813084112149532, 0.11682242990654206, 0.09813084112149532, 0.09345794392523364, 0.09345794392523364, 0.07009345794392523]"
12-4,12,4,5.0,1.0,False,9,1,percent,False,"[""S12:Chelsea Kane"", ""S12:Chris Jericho"", ""S12:Hines Ward"", ""S12:Kendra Wilkinson"", ""S12:Kirstie Alley"", ""S12:Petra Nemcova"", ""S12:Ralph Macchio"", ""S12:Romeo"", ""S12:Sugar Ray Leonard""]","[""S12:Sugar Ray Leonard""]",[8],"[26.0, 23.0, 25.0, 18.0, 22.0, 23.0, 25.0, 23.0, 21.0]","[0.1262135922330097, 0.11165048543689321, 0.12135922330097088, 0.08737864077669903, 0.10679611650485436, 0.11165048543689321, 0.12135922330097088, 0.11165048543689321, 0.10194174757281553]"
12-5,12,5,6.0,1.0,False,8,1,percent,False,"[""S12:Chelsea Kane"", ""S12:Chris Jericho"", ""S12:Hines Ward"", ""S12:Kendra Wilkinson"", ""S12:Kirstie Alley"", ""S12:Petra Nemcova"", ""S12:Ralph Macchio"", ""S12:Romeo""]","[""S12:Petra Nemcova""]",[5],"[26.0, 26.0, 27.0, 22.0, 23.0, 22.0, 22.0, 26.0]","[0.13402061855670103, 0.13402061855670103, 0.13917525773195877, 0.1134020618556701, 0.11855670103092783, 0.1134020618556701, 0.1134020618556701, 0.13402061855670103]"
12-6,12,6,7.0,1.0,False,7,1,percent,False,"[""S12:Chelsea Kane"", ""S12:Chris Jericho"", ""S12:Hines Ward"", ""S12:Kendra Wilkinson"", ""S12:Kirstie Alley"", ""S12:Ralph Macchio"", ""S12:Romeo""]","[""S12:Chris Jericho""]",[1],"[28.0, 22.0, 27.0, 25.0, 26.0, 24.0, 28.0]","[0.15555555555555556, 0.12222222222222222, 0.15, 0.1388888888888889, 0.14444444444444443, 0.13333333333333333, 0.15555555555555556]"
12-7,12,7,8.0,1.0,False,6,1,percent,False,"[""S12:Chelsea Kane"", ""S12:Hines Ward"", ""S12:Kendra Wilkinson"", ""S12:Kirstie Alley"", ""S12:Ralph Macchio"", ""S12:Romeo""]","[""S12:Kendra Wilkinson""]",[2],"[32.0, 33.0, 30.5, 30.0, 33.0, 30.0]","[0.16976127320954906, 0.17506631299734748, 0.16180371352785147, 0.15915119363395225, 0.17506631299734748, 0.15915119363395225]"
12-8,12,8,9.0,1.0,False,5,1,percent,False,"[""S12:Chelsea Kane"", ""S12:Hines Ward"", ""S12:Kirstie Alley"", ""S12:Ralph Macchio"", ""S12:Romeo""]","[""S12:Romeo""]",[4],"[27.5, 27.0, 26.5, 23.0, 26.0]","[0.21153846153846154, 0.2076923076923077, 0.20384615384615384, 0.17692307692307693, 0.2]"
12-9,12,9,10.0,1.0,False,4,1,percent,False,"[""S12:Chelsea Kane"", ""S12:Hines Ward"", ""S12:Kirstie Alley"", ""S12:Ralph Macchio""]","[""S12:Ralph Macchio""]",[3],"[36.5, 30.0, 27.0, 24.0]","[0.31063829787234043, 0.2553191489361702, 0.2297872340425532, 0.20425531914893616]"
12-10,12,10,,,True,3,0,percent,False,"[""S12:Chelsea Kane"", ""S12:Hines Ward"", ""S12:Kirstie Alley""]",[],[],"[29.666600000000003, 29.666600000000003, 27.999899999999997]","[0.33969480071129965, 0.33969480071129965, 0.32061039857740076]"
13-1,13,1,2.0,1.0,False,12,1,percent,False,"[""S13:Carson Kressley"", ""S13:Chaz Bono"", ""S13:Chynna Phillips"", ""S13:David Arquette"", ""S13:Elisabetta Canalis"", ""S13:Hope Solo"", ""S13:J.R. Martinez"", ""S13:Kristin Cavallari"", ""S13:Metta World Peace (Ron)"", ""S13:Nancy Grace"", ""S13:Ricki Lake"", ""S13:Rob Kardashian""]","[""S13:Metta World Peace (Ron)""]",[8],"[17.0, 17.0, 22.0, 18.0, 15.0, 21.0, 22.0, 19.0, 14.0, 16.0, 20.0, 16.0]","[0.07834101382488479, 0.07834101382488479, 0.10138248847926268, 0.08294930875576037, 0.06912442396313365, 0.0967741935483871, 0.10138248847926268, 0.08755760368663594, 0.06451612903225806, 0.07373271889400922, 0.09216589861751152, 0.07373271889400922]"
13-2,13,2,3.0,1.0,False,11,1,percent,False,"[""S13:Carson Kressley"", ""S13:Chaz Bono"", ""S13:Chynna Phillips"", ""S13:David Arquette"", ""S13:Elisabetta Canalis"", ""S13:Hope Solo"", ""S13:J.R. Martinez"", ""S13:Kristin Cavallari"", ""S13:Nancy Grace"", ""S13:Ricki Lake"", ""S13:Rob Kardashian""]","[""S13:Elisabetta Canalis""]",[4],"[18.0, 17.0, 21.0, 18.0, 21.0, 19.0, 22.0, 22.0, 21.0, 23.0, 21.0]","[0.08071748878923767, 0.07623318385650224, 0.09417040358744394, 0.08071748878923767, 0.09417040358744394, 0.08520179372197309, 0.09865470852017937, 0.09865470852017937, 0.09417040358744394, 0.1031390134529148, 0.09417040358744394]"
13-3,13,3,4.0,1.0,False,10,1,percent,False,"[""S13:Carson Kressley"", ""S13:Chaz Bono"", ""S13:Chynna Phillips"", ""S13:David Arquette"", ""S13:Hope Solo"", ""S13:J.R. Martinez"", ""S13:Kristin Cavallari"", ""S13:Nancy Grace"", ""S13:Ricki Lake"", ""S13:Rob Kardashian""]","[""S13:Kristin Cavallari""]",[6],"[23.0, 18.0, 26.0, 24.0, 24.0, 26.0, 24.0, 21.0, 27.0, 24.0]","[0.0970464135021097, 0.0759493670886076, 0.10970464135021098, 0.10126582278481013, 0.10126582278481013, 0.10970464135021098, 0.10126582278481013, 0.08860759493670886, 0.11392405063291139, 0.10126582278481013]"
13-4,13,4,5.0,1.0,False,9,1,percent,False,"[""S13:Carson Kressley"", ""S13:Chaz Bono"", ""S13:Chynna Phillips"", ""S13:David Arquette"", ""S13:Hope Solo"", ""S13:J.R. Martinez"", ""S13:Nancy Grace"", ""S13:Ricki Lake"", ""S13:Rob Kardashian""]","[""S13:Chynna Phillips""]",[2],"[20.0, 21.0, 21.0, 23.0, 24.0, 26.0, 21.0, 29.0, 24.0]","[0.09569377990430622, 0.10047846889952153, 0.10047846889952153, 0.11004784688995216, 0.11483253588516747, 0.12440191387559808, 0.10047846889952153, 0.13875598086124402, 0.11483253588516747]"
13-5,13,5,6.0,1.0,False,8,1,percent,False,"[""S13:Carson Kressley"", ""S13:Chaz Bono"", ""S13:David Arquette"", ""S13:Hope Solo"", ""S13:J.R. Martinez"", ""S13:Nancy Grace"", ""S13:Ricki Lake"", ""S13:Rob Kardashian""]","[""S13:Carson Kressley""]",[0],"[19.0, 21.0, 25.0, 24.0, 28.0, 22.0, 24.0, 25.0]","[0.10106382978723404, 0.11170212765957446, 0.13297872340425532, 0.1276595744680851, 0.14893617021276595, 0.11702127659574468, 0.1276595744680851, 0.13297872340425532]"
13-6,13,6,7.0,1.0,False,7,1,percent,False,"[""S13:Chaz Bono"", ""S13:David Arquette"", ""S13:Hope Solo"", ""S13:J.R. Martinez"", ""S13:Nancy Grace"", ""S13:Ricki Lake"", ""S13:Rob Kardashian""]","[""S13:Chaz Bono""]",[0],"[19.0, 23.0, 20.0, 29.0, 24.0, 29.0, 22.0]","[0.1144578313253012, 0.13855421686746988, 0.12048192771084337, 0.1746987951807229, 0.14457831325301204, 0.1746987951807229, 0.13253012048192772]"
13-7,13,7,8.0,1.0,False,6,1,percent,False,"[""S13:David Arquette"", ""S13:Hope Solo"", ""S13:J.R. Martinez"", ""S13:Nancy Grace"", ""S13:Ricki Lake"", ""S13:Rob Kardashian""]","[""S13:David Arquette""]",[0],"[23.5, 25.0, 24.0, 22.0, 26.5, 25.5]","[0.16040955631399317, 0.17064846416382254, 0.16382252559726962, 0.15017064846416384, 0.18088737201365188, 0.17406143344709898]"
13-8,13,8,9.0,1.0,False,5,1,percent,False,"[""S13:Hope Solo"", ""S13:J.R. Martinez"", ""S13:Nancy Grace"", ""S13:Ricki Lake"", ""S13:Rob Kardashian""]","[""S13:Nancy Grace""]",[2],"[26.0, 30.0, 22.0, 26.0, 25.5]","[0.20077220077220076, 0.23166023166023167, 0.16988416988416988, 0.20077220077220076, 0.1969111969111969]"
13-9,13,9,10.0,1.0,False,4,1,percent,False,"[""S13:Hope Solo"", ""S13:J.R. Martinez"", ""S13:Ricki Lake"", ""S13:Rob Kardashian""]","[""S13:Hope Solo""]",[0],"[24.4998, 28.0, 33.4999, 32.4998]","[0.20675023945248716, 0.23628791682665332, 0.28270077088932866, 0.27426107283153095]"
13-10,13,10,,,True,3,0,percent,False,"[""S13:J.R. Martinez"", ""S13:Ricki Lake"", ""S13:Rob Kardashian""]",[],[],"[28.1665, 27.999899999999997, 28.3332]","[0.3333329388541484, 0.3313613318879616, 0.33530572925789]"
14-1,14,1,2.0,1.0,False,12,0,percent,False,"[""S14:Donald Driver"", ""S14:Gavin DeGraw"", ""S14:Gladys Knight"", ""S14:Jack Wagner"", ""S14:Jaleel White"", ""S14:Katherine Jenkins"", ""S14:Maria Menounos"", ""S14:Martina Navratilova"", ""S14:Melissa Gilbert"", ""S14:Roshon Fegan"", ""S14:Sherri Sheperd"", ""S14:William Levy""]",[],[],"[21.0, 20.0, 23.0, 23.0, 26.0, 26.0, 21.0, 20.0, 20.0, 23.0, 23.0, 24.0]","[0.07777777777777778, 0.07407407407407407, 0.08518518518518518, 0.08518518518518518, 0.0962962962962963, 0.0962962962962963, 0.07777777777777778, 0.07407407407407407, 0.07407407407407407, 0.08518518518518518, 0.08518518518518518, 0.08888888888888889]"
14-2,14,2,3.0,1.0,False,12,1,percent,False,"[""S14:Donald Driver"", ""S14:Gavin DeGraw"", ""S14:Gladys Knight"", ""S14:Jack Wagner"", ""S14:Jaleel White"", ""S14:Katherine Jenkins"", ""S14:Maria Menounos"", ""S14:Martina Navratilova"", ""S14:Melissa Gilbert"", ""S14:Roshon Fegan"", ""S14:Sherri Sheperd"", ""S14:William Levy""]","[""S14:Martina Navratilova""]",[7],"[24.0, 21.0, 19.0, 21.0, 22.0, 26.0, 25.0, 17.0, 20.0, 26.0, 23.0, 25.0]","[0.08921933085501858, 0.07806691449814127, 0.07063197026022305, 0.07806691449814127, 0.08178438661710037, 0.09665427509293681, 0.09293680297397769, 0.06319702602230483, 0.07434944237918216, 0.09665427509293681, 0.08550185873605948, 0.09293680297397769]"
14-3,14,3,4.0,1.0,False,11,1,percent,False,"[""S14:Donald Driver"", ""S14:Gavin DeGraw"", ""S14:Gladys Knight"", ""S14:Jack Wagner"", ""S14:Jaleel White"", ""S14:Katherine Jenkins"", ""S14:Maria Menounos"", ""S14:Melissa Gilbert"", ""S14:Roshon Fegan"", ""S14:Sherri Sheperd"", ""S14:William Levy""]","[""S14:Jack Wagner""]",[3],"[26.0, 24.0, 24.0, 24.0, 25.0, 29.0, 27.0, 24.0, 25.0, 24.0, 28.0]","[0.09285714285714286, 0.08571428571428572, 0.08571428571428572, 0.08571428571428572, 0.08928571428571429, 0.10357142857142858, 0.09642857142857143, 0.08571428571428572, 0.08928571428571429, 0.08571428571428572, 0.1]"
14-4,14,4,5.0,1.0,False,10,1,percent,False,"[""S14:Donald Driver"", ""S14:Gavin DeGraw"", ""S14:Gladys Knight"", ""S14:Jaleel White"", ""S14:Katherine Jenkins"", ""S14:Maria Menounos"", ""S14:Melissa Gilbert"", ""S14:Roshon Fegan"", ""S14:Sherri Sheperd"", ""S14:William Levy""]","[""S14:Sherri Sheperd""]",[8],"[27.0, 23.0, 20.0, 22.0, 24.0, 26.0, 22.0, 26.0, 21.0, 22.0]","[0.11587982832618025, 0.09871244635193133, 0.08583690987124463, 0.0944206008583691, 0.10300429184549356, 0.11158798283261803, 0.0944206008583691, 0.11158798283261803, 0.09012875536480687, 0.0944206008583691]"
14-5,14,5,6.0,1.0,False,9,1,percent,False,"[""S14:Donald Driver"", ""S14:Gavin DeGraw"", ""S14:Gladys Knight"", ""S14:Jaleel White"", ""S14:Katherine Jenkins"", ""S14:Maria Menounos"", ""S14:Melissa Gilbert"", ""S14:Roshon Fegan"", ""S14:William Levy""]","[""S14:Gavin DeGraw""]",[1],"[27.0, 19.0, 22.0, 24.0, 29.0, 27.0, 21.0, 26.0, 29.0]","[0.12053571428571429, 0.08482142857142858, 0.09821428571428571, 0.10714285714285714, 0.12946428571428573, 0.12053571428571429, 0.09375, 0.11607142857142858, 0.12946428571428573]"
14-6,14,6,7.0,1.0,False,8,1,percent,False,"[""S14:Donald Driver"", ""S14:Gladys Knight"", ""S14:Jaleel White"", ""S14:Katherine Jenkins"", ""S14:Maria Menounos"", ""S14:Melissa Gilbert"", ""S14:Roshon Fegan"", ""S14:William Levy""]","[""S14:Gladys Knight""]",[1],"[33.9999, 24.0, 36.9998, 38.9999, 29.999899999999997, 30.0, 27.9998, 36.0]","[0.13178291569008135, 0.09302350820331685, 0.1434104666175451, 0.15116281323243902, 0.1162789976561952, 0.11627938525414606, 0.1085266510413013, 0.13953526230497526]"
14-7,14,7,8.0,1.0,False,7,1,percent,False,"[""S14:Donald Driver"", ""S14:Jaleel White"", ""S14:Katherine Jenkins"", ""S14:Maria Menounos"", ""S14:Melissa Gilbert"", ""S14:Roshon Fegan"", ""S14:William Levy""]","[""S14:Jaleel White""]",[1],"[26.5, 25.5, 27.0, 28.5, 23.5, 26.0, 26.5]","[0.1444141689373297, 0.13896457765667575, 0.14713896457765668, 0.1553133514986376, 0.12806539509536785, 0.14168937329700274, 0.1444141689373297]"
14-8,14,8,9.0,1.0,False,6,2,percent,False,"[""S14:Donald Driver"", ""S14:Katherine Jenkins"", ""S14:Maria Menounos"", ""S14:Melissa Gilbert"", ""S14:Roshon Fegan"", ""S14:William Levy""]","[""S14:Melissa Gilbert"", ""S14:Roshon Fegan""]","[3, 4]","[27.5, 27.5, 26.5, 25.5, 28.0, 28.5]","[0.16819571865443425, 0.16819571865443425, 0.1620795107033639, 0.1559633027522936, 0.1712538226299694, 0.1743119266055046]"
14-9,14,9,10.0,1.0,False,4,1,percent,False,"[""S14:Donald Driver"", ""S14:Katherine Jenkins"", ""S14:Maria Menounos"", ""S14:William Levy""]","[""S14:Maria Menounos""]",[2],"[28.5, 28.0, 29.5, 29.0]","[0.24782608695652175, 0.24347826086956523, 0.2565217391304348, 0.25217391304347825]"
14-10,14,10,,,True,3,0,percent,False,"[""S14:Donald Driver"", ""S14:Katherine Jenkins"", ""S14:William Levy""]",[],[],"[29.666600000000003, 30.0, 29.666600000000003]","[0.33208930162582334, 0.3358213967483533, 0.33208930162582334]"
15-1,15,1,2.0,1.0,False,13,1,percent,False,"[""S15:Apolo Anton Ohno"", ""S15:Bristol Palin"", ""S15:Drew Lachey"", ""S15:Emmitt Smith"", ""S15:Gilles Marini"", ""S15:Helio Castroneves"", ""S15:Joey Fatone"", ""S15:Kelly Monaco"", ""S15:Kirstie Alley"", ""S15:Melissa Rycroft"", ""S15:Pamela Anderson"", ""S15:Sabrina Bryan"", ""S15:Shawn Johnson""]","[""S15:Pamela Anderson""]",[10],"[22.0, 19.5, 21.5, 24.5, 24.0, 21.5, 20.5, 21.5, 19.0, 21.0, 17.0, 22.5, 22.0]","[0.07956600361663653, 0.0705244122965642, 0.07775768535262206, 0.08860759493670886, 0.0867992766726944, 0.07775768535262206, 0.07414104882459313, 0.07775768535262206, 0.06871609403254973, 0.0759493670886076, 0.06148282097649186, 0.081374321880651, 0.07956600361663653]"
15-2,15,2,3.0,1.0,False,12,1,percent,False,"[""S15:Apolo Anton Ohno"", ""S15:Bristol Palin"", ""S15:Drew Lachey"", ""S15:Emmitt Smith"", ""S15:Gilles Marini"", ""S15:Helio Castroneves"", ""S15:Joey Fatone"", ""S15:Kelly Monaco"", ""S15:Kirstie Alley"", ""S15:Melissa Rycroft"", ""S15:Sabrina Bryan"", ""S15:Shawn Johnson""]","[""S15:Joey Fatone""]",[6],"[24.5, 18.0, 22.5, 22.5, 25.5, 23.0, 22.5, 22.0, 21.0, 23.5, 26.0, 25.0]","[0.08876811594202899, 0.06521739130434782, 0.08152173913043478, 0.08152173913043478, 0.09239130434782608, 0.08333333333333333, 0.08152173913043478, 0.07971014492753623, 0.07608695652173914, 0.08514492753623189, 0.09420289855072464, 0.09057971014492754]"
15-3,15,3,4.0,1.0,False,11,2,percent,False,"[""S15:Apolo Anton Ohno"", ""S15:Bristol Palin"", ""S15:Drew Lachey"", ""S15:Emmitt Smith"", ""S15:Gilles Marini"", ""S15:Helio Castroneves"", ""S15:Kelly Monaco"", ""S15:Kirstie Alley"", ""S15:Melissa Rycroft"", ""S15:Sabrina Bryan"", ""S15:Shawn Johnson""]","[""S15:Drew Lachey"", ""S15:Helio Castroneves""]","[2, 5]","[25.5, 22.5, 24.0, 25.0, 25.5, 25.5, 27.0, 24.0, 27.0, 25.5, 26.5]","[0.09172661870503597, 0.08093525179856115, 0.08633093525179857, 0.08992805755395683, 0.09172661870503597, 0.09172661870503597, 0.09712230215827339, 0.08633093525179857, 0.09712230215827339, 0.09172661870503597, 0.09532374100719425]"
15-4,15,4,5.0,1.0,False,9,1,percent,False,"[""S15:Apolo Anton Ohno"", ""S15:Bristol Palin"", ""S15:Emmitt Smith"", ""S15:Gilles Marini"", ""S15:Kelly Monaco"", ""S15:Kirstie Alley"", ""S15:Melissa Rycroft"", ""S15:Sabrina Bryan"", ""S15:Shawn Johnson""]","[""S15:Bristol Palin""]",[1],"[34.5, 32.0, 36.0, 39.5, 37.5, 30.0, 37.0, 35.5, 39.5]","[0.10730948678071539, 0.09953343701399689, 0.1119751166407465, 0.12286158631415241, 0.1166407465007776, 0.09331259720062209, 0.1150855365474339, 0.1104199066874028, 0.12286158631415241]"
15-5,15,5,6.0,1.0,False,8,0,percent,False,"[""S15:Apolo Anton Ohno"", ""S15:Emmitt Smith"", ""S15:Gilles Marini"", ""S15:Kelly Monaco"", ""S15:Kirstie Alley"", ""S15:Melissa Rycroft"", ""S15:Sabrina Bryan"", ""S15:Shawn Johnson""]",[],[],"[28.25, 28.0, 28.25, 25.75, 26.25, 28.25, 29.25, 28.25]","[0.12710911136107986, 0.12598425196850394, 0.12710911136107986, 0.11586051743532058, 0.11811023622047244, 0.12710911136107986, 0.13160854893138357, 0.12710911136107986]"
15-6,15,6,7.0,1.0,False,8,1,percent,False,"[""S15:Apolo Anton Ohno"", ""S15:Emmitt Smith"", ""S15:Gilles Marini"", ""S15:Kelly Monaco"", ""S15:Kirstie Alley"", ""S15:Melissa Rycroft"", ""S15:Sabrina Bryan"", ""S15:Shawn Johnson""]","[""S15:Sabrina Bryan""]",[6],"[30.0, 26.5, 27.5, 27.0, 27.5, 29.5, 30.0, 28.0]","[0.13274336283185842, 0.1172566371681416, 0.12168141592920353, 0.11946902654867257, 0.12168141592920353, 0.13053097345132744, 0.13274336283185842, 0.12389380530973451]"
15-7,15,7,8.0,1.0,False,7,0,percent,False,"[""S15:Apolo Anton Ohno"", ""S15:Emmitt Smith"", ""S15:Gilles Marini"", ""S15:Kelly Monaco"", ""S15:Kirstie Alley"", ""S15:Melissa Rycroft"", ""S15:Shawn Johnson""]",[],[],"[33.0, 34.4999, 33.4998, 36.0, 27.999899999999997, 38.9999, 37.9998]","[0.1363640308050478, 0.1425619826173051, 0.1384293260352406, 0.14876076087823395, 0.11570240079206841, 0.16115707772708435, 0.15702442114501985]"
15-8,15,8,9.0,1.0,False,7,2,percent,False,"[""S15:Apolo Anton Ohno"", ""S15:Emmitt Smith"", ""S15:Gilles Marini"", ""S15:Kelly Monaco"", ""S15:Kirstie Alley"", ""S15:Melissa Rycroft"", ""S15:Shawn Johnson""]","[""S15:Gilles Marini"", ""S15:Kirstie Alley""]","[2, 4]","[29.2777, 29.0554, 29.2777, 28.3333, 25.5, 30.0, 27.8333]","[0.1469193195013584, 0.1458037890899821, 0.1469193195013584, 0.1421801970519487, 0.127962327890669, 0.15054391516549293, 0.13967113179919047]"
15-9,15,9,10.0,1.0,False,5,2,percent,False,"[""S15:Apolo Anton Ohno"", ""S15:Emmitt Smith"", ""S15:Kelly Monaco"", ""S15:Melissa Rycroft"", ""S15:Shawn Johnson""]","[""S15:Apolo Anton Ohno"", ""S15:Emmitt Smith""]","[0, 1]","[28.610999999999997, 27.0, 27.110999999999997, 28.7777, 29.5]","[0.20291532535175605, 0.19148976912716836, 0.19227700484469115, 0.20409759737077457, 0.2092203033056099]"
15-10,15,10,,,True,3,0,percent,False,"[""S15:Kelly Monaco"", ""S15:Melissa Rycroft"", ""S15:Shawn Johnson""]",[],[],"[29.1109, 29.3331, 28.9443]","[0.3331212530739241, 0.3356639275509422, 0.3312148193751337]"
16-1,16,1,2.0,1.0,False,12,0,percent,False,"[""S16:Alexandra Raisman"", ""S16:Andy Dick"", ""S16:D. L. Hughley"", ""S16:Dorothy Hamill"", ""S16:Ingo Rademacher"", ""S16:Jacoby Jones"", ""S16:Kellie Pickler"", ""S16:Lisa Vanderpump"", ""S16:Sean Lowe"", ""S16:Victor Ortiz"", ""S16:Wynonna Judd"", ""S16:Zendaya""]",[],[],"[21.0, 17.0, 12.0, 21.0, 20.0, 20.0, 21.0, 18.0, 19.0, 18.0, 18.0, 24.0]","[0.09170305676855896, 0.07423580786026202, 0.05240174672489083, 0.09170305676855896, 0.08733624454148471, 0.08733624454148471, 0.09170305676855896, 0.07860262008733625, 0.08296943231441048, 0.07860262008733625, 0.07860262008733625, 0.10480349344978165]"
16-2,16,2,3.0,1.0,False,12,1,percent,False,"[""S16:Alexandra Raisman"", ""S16:Andy Dick"", ""S16:D. L. Hughley"", ""S16:Dorothy Hamill"", ""S16:Ingo Rademacher"", ""S16:Jacoby Jones"", ""S16:Kellie Pickler"", ""S16:Lisa Vanderpump"", ""S16:Sean Lowe"", ""S16:Victor Ortiz"", ""S16:Wynonna Judd"", ""S16:Zendaya""]","[""S16:Dorothy Hamill""]",[3],"[24.0, 20.0, 16.0, 15.0, 20.0, 23.0, 26.0, 18.0, 20.0, 18.0, 18.0, 26.0]","[0.09836065573770492, 0.08196721311475409, 0.06557377049180328, 0.06147540983606557, 0.08196721311475409, 0.0942622950819672, 0.10655737704918032, 0.07377049180327869, 0.08196721311475409, 0.07377049180327869, 0.07377049180327869, 0.10655737704918032]"
16-3,16,3,4.0,1.0,False,11,1,percent,False,"[""S16:Alexandra Raisman"", ""S16:Andy Dick"", ""S16:D. L. Hughley"", ""S16:Ingo Rademacher"", ""S16:Jacoby Jones"", ""S16:Kellie Pickler"", ""S16:Lisa Vanderpump"", ""S16:Sean Lowe"", ""S16:Victor Ortiz"", ""S16:Wynonna Judd"", ""S16:Zendaya""]","[""S16:Wynonna Judd""]",[9],"[23.0, 18.0, 16.0, 21.0, 25.9998, 25.0, 21.0, 21.0, 23.0, 15.0, 25.9998]","[0.09787250701703322, 0.07659587505680861, 0.06808522227271877, 0.08936185423294338, 0.11063763512788959, 0.10638315980112308, 0.08936185423294338, 0.08936185423294338, 0.09787250701703322, 0.06382989588067384, 0.11063763512788959]"
16-4,16,4,5.0,1.0,False,10,1,percent,False,"[""S16:Alexandra Raisman"", ""S16:Andy Dick"", ""S16:D. L. Hughley"", ""S16:Ingo Rademacher"", ""S16:Jacoby Jones"", ""S16:Kellie Pickler"", ""S16:Lisa Vanderpump"", ""S16:Sean Lowe"", ""S16:Victor Ortiz"", ""S16:Zendaya""]","[""S16:Lisa Vanderpump""]",[6],"[27.0, 21.0, 21.0, 23.0, 24.0, 26.0, 18.0, 20.0, 18.0, 26.0]","[0.12053571428571429, 0.09375, 0.09375, 0.10267857142857142, 0.10714285714285714, 0.11607142857142858, 0.08035714285714286, 0.08928571428571429, 0.08035714285714286, 0.11607142857142858]"
16-5,16,5,6.0,1.0,False,9,1,percent,False,"[""S16:Alexandra Raisman"", ""S16:Andy Dick"", ""S16:D. L. Hughley"", ""S16:Ingo Rademacher"", ""S16:Jacoby Jones"", ""S16:Kellie Pickler"", ""S16:Sean Lowe"", ""S16:Victor Ortiz"", ""S16:Zendaya""]","[""S16:D. L. Hughley""]",[2],"[25.0, 18.0, 18.0, 21.0, 26.0, 27.0, 24.0, 21.0, 29.0]","[0.11961722488038277, 0.0861244019138756, 0.0861244019138756, 0.10047846889952153, 0.12440191387559808, 0.1291866028708134, 0.11483253588516747, 0.10047846889952153, 0.13875598086124402]"
